area_type,availability,location,BHK,society,total_sqft,bath,balcony,price,latitude,longitude,price_per_sqft,dist_to_center_km,location_encoded
Built-up  Area,Ready To Move,electronic city,2.0,Saave R,1100.0,2,2,42.0,12.8487599,77.648253,3818.181818181818,14.929279660467824,254
Super built-up  Area,Ready To Move,kalyan nagar,2.0,Anave S,1290.0,2,2,110.0,13.0221416,77.6403368,8527.131782945737,6.470219302531577,410
Super built-up  Area,18-Apr,bank of baroda colony,2.0,Prestige Shantiniketan,1080.0,2,2,39.0,12.893481,77.5837404,3611.1111111111113,9.404886838205604,111
Super built-up  Area,21-Jun,vijayanagar,3.0,Saityat,1933.0,3,1,129.0,12.9709537,77.5373851,6673.564407656492,7.175932755917324,776
Built-up  Area,Ready To Move,ramamurthy nagar,5.0,Prestige Shantiniketan,3500.0,5,2,150.0,13.0120218,77.6777817,4285.714285714285,8.99495375171863,622
Super built-up  Area,18-Aug,chandapura,1.0,SunceEs,645.0,1,1,16.45,12.8009043,77.7114908,2550.3875968992247,22.68025129081959,177
Super built-up  Area,18-Sep,chandapura,1.0,SunceEs,645.0,1,1,16.45,12.8009043,77.7114908,2550.3875968992247,22.68025129081959,177
Super built-up  Area,Ready To Move,ashwath nagar,3.0,SJcerpe,1644.0,3,3,84.0,12.9582555,77.7031243,5109.489051094891,11.013264604192143,78
Super built-up  Area,Ready To Move,ncpr industrial layout,2.0,Supams ,1285.0,2,3,72.5,12.9859964,77.7128545,5642.023346303502,11.934198288598026,553
Plot  Area,Ready To Move,electronic city,3.0,Prestige Shantiniketan,1200.0,3,1,90.0,12.8487599,77.648253,7500.0,14.929279660467824,254
Super built-up  Area,Ready To Move,electronic city,2.0,CoapeSo,910.0,2,1,40.0,12.8487599,77.648253,4395.604395604396,14.929279660467824,254
Super built-up  Area,Ready To Move,kothanur,3.0,Bisic C,1577.0,3,1,70.0,13.0613601,77.6493895,4438.807863031072,10.655945836094778,459
Super built-up  Area,Ready To Move,ombr layout,3.0,Inntsa ,2420.0,3,2,185.0,13.0082113,77.652778,7644.628099173554,6.424675435327701,571
Super built-up  Area,Ready To Move,chandapura,2.0,KHityry,800.0,1,1,20.0,12.8009043,77.7114908,2500.0,22.68025129081959,177
Built-up  Area,Ready To Move,anand nagar,2.0,Prestige Shantiniketan,1060.0,2,2,55.0,13.0346991,77.5944561,5188.679245283019,6.531570329463346,62
Super built-up  Area,Ready To Move,7th phase jp nagar,2.0,BriumMi,1270.0,2,2,93.0,12.9119693,77.5882043,7322.834645669292,7.302975983380769,33
Built-up  Area,Ready To Move,kundalahalli colony,2.0,Prestige Shantiniketan,1280.0,2,1,69.0,12.9706554,77.7115645,5390.625,11.76288105917455,473
Plot  Area,Ready To Move,horamavu agara,4.0,Prestige Shantiniketan,1200.0,2,0,95.0,13.0366459,77.6548087,7916.666666666667,8.705940929850453,342
Built-up  Area,Ready To Move,sarjapur  road,2.0,Prestige Shantiniketan,1025.0,2,2,36.0,12.9239942,77.6530304,3512.1951219512193,7.912154314694237,653
Super built-up  Area,17-Jun,electronic city,2.0,Prarkun,1108.0,2,1,63.0,12.8487599,77.648253,5685.9205776173285,14.929279660467824,254
Super built-up  Area,Ready To Move,coffee board layout,3.0,Calyxy ,3045.0,3,2,170.0,13.0503251,77.6060803,5582.922824302134,8.194993105893062,201
Plot  Area,Ready To Move,ambedkar nagar,4.0,Thessrm,2900.0,3,2,300.0,12.9490851,77.6184873,10344.827586206897,3.4322317448813515,57
Super built-up  Area,Ready To Move,vijayanagar,3.0,JJortom,1500.0,3,2,75.5,12.9709537,77.5373851,5033.333333333333,7.175932755917324,776
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,GrrvaGr,1295.0,2,2,43.9,12.932582,77.5162034,3389.96138996139,10.616098723136094,607
Super built-up  Area,Ready To Move,budigere,2.0,PrityTr,1162.0,2,1,59.9,13.1351506,77.7471989,5154.9053356282275,23.503772930554565,161
Super built-up  Area,Ready To Move,sarjapur  road,2.0,Usquaya,1035.0,2,2,49.2,12.9239942,77.6530304,4753.623188405797,7.912154314694237,653
Built-up  Area,Ready To Move,attibele,4.0,Natic T,1600.0,4,0,52.8,12.7751249,77.7709216,3300.0,28.745847438159416,81
Super built-up  Area,Ready To Move,kudlu main road,3.0,Prestige Shantiniketan,1464.0,3,2,46.0,12.8898296,77.6399476,3142.0765027322404,10.359880450437373,469
Super built-up  Area,18-Oct,hennur road,3.0,DSapeSk,1866.0,2,2,61.58,13.033236,77.6314559,3300.10718113612,7.000368584465666,330
Super built-up  Area,Ready To Move,geleyara balaga layout,2.0,Jahtsa ,700.0,1,1,26.0,13.0712823,77.5061497,3714.285714285714,14.881981076107534,276
Super built-up  Area,Ready To Move,kalena agrahara,3.0,Prillot,1804.0,3,2,120.0,12.8658068,77.5911918,6651.884700665189,12.294260436201947,406
Super built-up  Area,Ready To Move,sarjapur,2.0,Prestige Shantiniketan,913.0,2,1,32.0,12.9116225,77.6388622,3504.9288061336256,8.129478301094458,652
Built-up  Area,Ready To Move,kengeri satellite town,2.0,Prestige Shantiniketan,883.0,2,1,45.0,12.9229728,77.4842926,5096.262740656852,14.196935557410693,441
Super built-up  Area,Ready To Move,kogilu,3.0,Prestige Shantiniketan,1664.0,2,3,73.95,13.103973,77.6167721,4444.110576923077,14.199958276852136,452
Super built-up  Area,Ready To Move,hegde nagar,3.0,SoitaCa,2026.0,3,2,132.0,13.0720352,77.6333905,6515.301085883514,11.082806036832888,324
Super built-up  Area,Ready To Move,balagere,2.0,Soestin,1210.0,2,1,80.9,12.9377243,77.7280705,6685.950413223141,14.194744165569649,93
Super built-up  Area,Ready To Move,kadugodi,3.0,Alestrb,1762.0,3,3,91.45,12.9957428,77.7579489,5190.124858115778,16.91530285154392,401
Super built-up  Area,Ready To Move,jigani,3.0,DLhtsen,1252.0,3,3,55.0,12.7756195,77.6324661,4392.97124600639,22.42572754855413,386
Built-up  Area,Ready To Move,7th phase jp nagar,3.0,Brnia G,1420.0,2,1,100.0,12.9119693,77.5882043,7042.2535211267605,7.302975983380769,33
Built-up  Area,Ready To Move,electronics city phase 1,3.0,GaicaVe,1490.0,3,1,78.8,12.8401734,77.6595099,5288.5906040268455,16.24822297994129,257
Super built-up  Area,18-Aug,old madras road,3.0,Saesttt,1425.0,2,2,94.0,12.9835502,77.6390093,6596.491228070176,3.9563843527797897,570
Built-up  Area,Ready To Move,kalena agrahara,2.0,Nae 2El,1200.0,2,1,40.0,12.8658068,77.5911918,3333.3333333333335,12.294260436201947,406
Super built-up  Area,Ready To Move,kaggadasapura,3.0,Prestige Shantiniketan,1280.0,2,2,56.0,12.9846713,77.6790908,4375.0,8.274777670411835,403
Super built-up  Area,Ready To Move,silver springs layout,2.0,Bhinglv,1084.0,2,2,50.0,12.9582324,77.7098778,4612.546125461255,11.735061625094534,684
Super built-up  Area,18-Jul,chandapura,2.0,SunceEs,1015.0,2,2,25.88,12.8009043,77.7114908,2549.753694581281,22.68025129081959,177
Super built-up  Area,21-May,kanakpura road,2.0,GolusLi,1017.0,2,1,51.25,12.8857667,77.5527529,5039.331366764995,11.419297796997913,422
Super built-up  Area,Ready To Move,haralur road,2.0,Prestige Shantiniketan,1027.0,2,2,44.0,12.9018012,77.6641767,4284.323271665044,10.562380269703612,315
Super built-up  Area,Ready To Move,electronic city phase ii,2.0,Coush W,1069.0,2,2,45.0,12.8463512,77.6690975,4209.541627689429,16.05187259186422,256
Super built-up  Area,Ready To Move,hebbal,2.0,Prersis,1349.0,2,1,98.2,13.0382184,77.5919,7279.466271312083,6.960805553280324,322
Super built-up  Area,Ready To Move,9th phase jp nagar,2.0,NaensGa,1005.0,2,1,50.0,12.9102725,77.5904548,4975.124378109453,7.436414295981185,37
Super built-up  Area,Ready To Move,jakkur,2.0,Arzzo P,1417.0,2,3,75.0,13.0784743,77.6068938,5292.87226534933,11.310336380238107,373
Plot  Area,18-Jan,tc palaya,3.0,Prestige Shantiniketan,1475.0,3,1,98.0,13.0106104,77.6932665,6644.067796610169,10.47236211965809,725
Carpet  Area,Ready To Move,maruthi sevanagar,2.0,SMikaay,950.0,2,2,47.0,13.0026039,77.6347249,4947.368421052632,4.482327669040011,519
Super built-up  Area,Ready To Move,rmv 2nd stage,4.0,Prave E,2000.0,4,0,120.0,13.0360109,77.5695288,6000.0,7.553739842321626,632
Super built-up  Area,Ready To Move,sarjapur  road,4.0,Ahriaup,1863.0,3,2,104.0,12.9239942,77.6530304,5582.393988191089,7.912154314694237,653
Super built-up  Area,Ready To Move,singasandra,2.0,Priewhi,1010.0,2,1,29.5,12.8810223,77.6490068,2920.792079207921,11.649208331221926,686
Super built-up  Area,Ready To Move,kalena agrahara,3.0,Shodsth,1425.0,2,1,70.0,12.8658068,77.5911918,4912.2807017543855,12.294260436201947,406
Super built-up  Area,Ready To Move,vijayanagar,3.0,Swadeh ,1450.0,3,0,100.0,12.9709537,77.5373851,6896.551724137931,7.175932755917324,776
Super built-up  Area,Ready To Move,kothanur,3.0,Somumys,1847.0,3,2,105.0,13.0613601,77.6493895,5684.89442338928,10.655945836094778,459
Super built-up  Area,Ready To Move,aecs layout,2.0,Soran U,1100.0,2,3,45.0,13.0311884,77.5753526,4090.909090909091,6.78713177119235,43
Super built-up  Area,20-Dec,kanakpura road,1.0,PrarePa,525.0,1,1,26.0,12.8857667,77.5527529,4952.380952380952,11.419297796997913,422
Super built-up  Area,Ready To Move,mallasandra,3.0,Puestig,1665.0,3,2,95.0,13.0569525,77.5209467,5705.705705705705,12.626184708211296,498
Super built-up  Area,Ready To Move,begur,4.0,Prntsrt,1664.0,4,3,65.0,12.8633887,77.6130112,3906.25,12.535731564814958,125
Super built-up  Area,Ready To Move,jp nagar,3.0,Maerar ,1850.0,3,3,150.0,12.9096941,77.5866067,8108.108108108108,7.5879857065862755,389
Super built-up  Area,Ready To Move,panathur,2.0,Vaesh T,1438.0,2,3,100.0,12.9351457,77.7047541,6954.102920723227,11.912546584670611,580
Super built-up  Area,18-Apr,yelahanka,2.0,Prestige Shantiniketan,1350.0,2,1,55.55,13.1006982,77.5963454,4114.814814814815,13.782932785971552,799
Super built-up  Area,Ready To Move,kanakpura road,3.0,JRrnauv,1550.0,3,3,67.0,12.8857667,77.5527529,4322.580645161291,11.419297796997913,422
Super built-up  Area,18-Apr,malleshpalya,2.0,Prestige Shantiniketan,1140.0,2,2,46.5,12.9744129,77.6743533,4078.9473684210525,7.711786115556969,500
Super built-up  Area,18-Dec,kodathi,2.0,Prestige Shantiniketan,850.0,2,2,27.0,12.8905129,77.7133427,3176.470588235294,15.25327613989199,447
Super built-up  Area,Ready To Move,whitefield,2.0,Gotis A,1280.0,2,2,75.0,12.9963995,77.7614229,5859.375,17.298373199811177,792
Super built-up  Area,Ready To Move,hennur road,2.0,Mileeou,1385.0,2,1,83.09,13.033236,77.6314559,5999.27797833935,7.000368584465666,330
Super built-up  Area,18-Apr,electronic city,2.0,Prarkun,1128.0,2,1,65.0,12.8487599,77.648253,5762.41134751773,14.929279660467824,254
Plot  Area,Ready To Move,marathahalli,2.0,Prestige Shantiniketan,1200.0,2,2,128.0,12.9552572,77.6984163,10666.666666666666,10.579390364599004,513
Super built-up  Area,Ready To Move,haralur road,3.0,NRowse ,1464.0,3,2,56.0,12.9018012,77.6641767,3825.136612021858,10.562380269703612,315
Super built-up  Area,Ready To Move,manayata tech park,2.0,Prestige Shantiniketan,1200.0,2,2,55.0,13.0455777,77.6266626,4583.333333333333,8.072391756399867,502
Super built-up  Area,Ready To Move,kaval byrasandra,2.0,Abncy R,1200.0,2,2,52.0,13.0200235,77.6092887,4333.333333333333,4.880586767557513,432
Super built-up  Area,Ready To Move,kaggalipura,3.0,Baowsig,1150.0,2,1,55.0,12.855621,77.7246606,4782.608695652174,18.75352739393563,404
Built-up  Area,Ready To Move,basavanna nagar,3.0,Itala A,1645.0,3,2,95.0,12.988867,77.7204351,5775.075987841945,12.784081303043623,120
Super built-up  Area,20-Mar,sarjapur  road,2.0,Prestige Shantiniketan,1000.0,2,1,67.0,12.9239942,77.6530304,6700.0,7.912154314694237,653
Plot  Area,Ready To Move,haralur road,4.0,Prestige Shantiniketan,2650.0,4,2,198.0,12.9018012,77.6641767,7471.698113207547,10.562380269703612,315
Super built-up  Area,Ready To Move,6th phase jp nagar,2.0,HMinebo,1192.0,2,2,74.0,12.9135843,77.5943211,6208.053691275168,7.006311345119888,31
Super built-up  Area,Ready To Move,ulsoor,3.0,K borja,2135.0,3,2,215.0,12.9778793,77.6246697,10070.257611241217,2.325073087444451,745
Super built-up  Area,19-Dec,whitefield,2.0,Oreldhi,1173.0,2,1,58.0,12.9963995,77.7614229,4944.58653026428,17.298373199811177,792
Built-up  Area,Ready To Move,uttarahalli,2.0,Sungspr,1020.0,2,2,45.0,12.9055682,77.5455438,4411.764705882353,10.025399826859365,748
Super built-up  Area,Ready To Move,thigalarapalya,4.0,Prtanha,3122.0,6,2,230.0,13.0170955,77.4829741,7367.072389493914,13.811887290463075,733
Plot  Area,18-Mar,t.c palya,2.0,Prestige Shantiniketan,1200.0,2,0,79.0,13.0215083,77.7000989,6583.333333333333,11.631441306108698,720
Carpet  Area,Ready To Move,muneshwara nagar,2.0,Prestige Shantiniketan,1230.0,2,3,48.0,13.0155777,77.6109066,3902.439024390244,4.422973398621684,528
Super built-up  Area,Ready To Move,devarachikkanahalli,2.0,Clntsrt,1250.0,2,2,40.0,12.9020179,77.6015875,3200.0,8.219927214721027,221
Super built-up  Area,Ready To Move,kalena agrahara,2.0,PuamaPa,1325.0,2,2,76.0,12.8658068,77.5911918,5735.8490566037735,12.294260436201947,406
Built-up  Area,Ready To Move,7th phase jp nagar,3.0,Brngsal,1850.0,3,1,150.0,12.9119693,77.5882043,8108.108108108108,7.302975983380769,33
Super built-up  Area,Ready To Move,basaveshwara nagar,2.0,Prestige Shantiniketan,1200.0,2,2,65.0,12.9911804,77.5448918,5416.666666666667,6.547154600179115,121
Plot  Area,Ready To Move,bull temple road,3.0,Prestige Shantiniketan,1350.0,2,0,140.0,12.9528303,77.5676121,10370.37037037037,4.662088703013646,162
Super built-up  Area,18-Jun,bommasandra,3.0,SSestth,1260.0,3,1,49.36,13.0544346,77.5593269,3917.4603174603176,9.872898113180478,151
Super built-up  Area,Ready To Move,prashanth nagar,3.0,Vancy R,1800.0,3,0,150.0,12.9776188,77.5313254,8333.333333333334,7.810229415450128,596
Built-up  Area,Ready To Move,ardendale,2.0,Miwel M,1100.0,2,1,43.25,13.0261316,77.7664705,3931.818181818182,18.540022801989924,71
Super built-up  Area,Ready To Move,harlur,2.0,SrEndPo,1508.0,2,1,77.0,12.9144629,77.6636976,5106.100795755968,9.473654657559626,318
Carpet  Area,Ready To Move,sampigehalli,3.0,Puens G,1592.0,3,2,75.0,13.0816353,77.6182669,4711.05527638191,11.765866987449227,647
Super built-up  Area,Ready To Move,akshaya nagar,2.0,SagasSa,1388.0,2,3,57.0,13.0195427,77.6831272,4106.628242074928,9.893619787864791,49
Super built-up  Area,18-May,electronic city phase ii,1.0,SNbay G,630.0,1,1,28.35,12.8463512,77.6690975,4500.0,16.05187259186422,256
Super built-up  Area,Ready To Move,kodihalli,4.0,Soianal,3252.0,5,3,335.0,12.9624481,77.6463772,10301.353013530135,4.918607450181211,450
Super built-up  Area,18-Aug,magadi road,2.0,Vrenty ,1116.0,2,1,50.0,12.975608,77.5553564,4480.286738351255,5.202213355747095,491
Super built-up  Area,Ready To Move,narayanapura,2.0,AriosHe,1308.0,2,2,89.04,13.0716969,77.6193949,6807.339449541284,10.697257988040455,552
Built-up  Area,Ready To Move,bannerghatta road,1.0,Prestige Shantiniketan,500.0,1,1,18.5,12.93345,77.6008357,3700.0,4.748034896708208,113
Super built-up  Area,Ready To Move,hennur,2.0,SLureSi,1075.0,2,1,52.0,13.037077,77.6413572,4837.209302325581,7.890121916357726,327
Super built-up  Area,18-Mar,chandapura,1.0,Siissi ,530.0,1,0,11.66,12.8009043,77.7114908,2200.0,22.68025129081959,177
Built-up  Area,Ready To Move,bellandur,2.0,Prestige Shantiniketan,1205.0,2,3,66.0,12.9361208,77.6671843,5477.178423236514,8.234473398613268,131
Super built-up  Area,Ready To Move,5th phase jp nagar,2.0,Mangsr ,1075.0,2,2,60.0,12.91241,77.591056,5581.395348837209,7.191932887487771,27
Built-up  Area,Ready To Move,kr puram,2.0,HovasTe,930.0,2,2,39.0,13.007516,77.695935,4193.548387096775,10.6266145077556,463
Super built-up  Area,Ready To Move,balagere,2.0,Exncene,1380.0,2,1,60.0,12.9377243,77.7280705,4347.826086956522,14.194744165569649,93
Super built-up  Area,Ready To Move,hebbal,4.0,Prersis,2483.0,5,2,212.0,13.0382184,77.5919,8538.058799838904,6.960805553280324,322
Super built-up  Area,Ready To Move,bannerghatta road,2.0,NadelCi,1050.0,2,1,65.0,12.93345,77.6008357,6190.476190476191,4.748034896708208,113
Super built-up  Area,Ready To Move,begur road,2.0,Dhalsh ,1200.0,2,2,46.8,12.9068424,77.6283318,3900.0,8.150033758680694,126
Super built-up  Area,18-May,8th phase jp nagar,1.0,Maian M,451.0,1,0,29.9,12.9104194,77.5952151,6629.711751662971,7.34097991774864,36
Super built-up  Area,Ready To Move,electronic city,3.0,ShstaAl,1800.0,3,2,95.0,12.8487599,77.648253,5277.777777777777,14.929279660467824,254
Super built-up  Area,18-May,jalahalli,3.0,Shard T,1400.0,3,0,77.0,13.0394104,77.5197351,5500.0,11.44228543337578,376
Super built-up  Area,Ready To Move,hegde nagar,3.0,SoitaCa,1801.0,3,2,115.0,13.0720352,77.6333905,6385.341476957246,11.082806036832888,324
Plot  Area,19-Jan,anekal,2.0,Prestige Shantiniketan,1200.0,1,1,36.0,12.7836552,77.7461411,3000.0,26.35465080365035,66
Super built-up  Area,Ready To Move,begur road,2.0,Dhalsh ,1160.0,2,2,44.0,12.9068424,77.6283318,3793.103448275862,8.150033758680694,126
Built-up  Area,Ready To Move,kengeri,2.0,Prestige Shantiniketan,1000.0,2,1,25.0,12.9176571,77.4837568,2500.0,14.503311175021313,440
Super built-up  Area,Ready To Move,kanakpura road,2.0,Wiowsri,950.0,2,1,40.0,12.8857667,77.5527529,4210.526315789473,11.419297796997913,422
Built-up  Area,20-Dec,"hoodi circle,",3.0,Prestige Shantiniketan,1629.0,3,2,79.0,12.9919623,77.7154228,4849.600982197668,12.287174000921397,340
Built-up  Area,Ready To Move,vijayanagar,3.0,Prestige Shantiniketan,1580.0,2,0,134.0,12.9709537,77.5373851,8481.012658227848,7.175932755917324,776
Super built-up  Area,21-Jun,vijayanagar,3.0,Saityat,1826.0,3,2,121.0,12.9709537,77.5373851,6626.506024096386,7.175932755917324,776
Built-up  Area,Ready To Move,7th phase jp nagar,2.0,Eladero,1245.0,2,1,94.0,12.9119693,77.5882043,7550.2008032128515,7.302975983380769,33
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2.0,Lancyey,1145.0,2,2,45.79,12.932582,77.5162034,3999.126637554585,10.616098723136094,607
Super built-up  Area,Ready To Move,sompura,2.0,Suiseit,825.0,2,1,33.0,12.8778283,77.4972385,4000.0,15.847514081961455,691
Super built-up  Area,18-Aug,yeshwanthpur,3.0,Aroomba,1693.0,3,3,108.0,13.0176937,77.5555009,6379.208505611341,6.918144583373172,803
Super built-up  Area,Ready To Move,electronics city phase 1,2.0,Courf T,1113.27,2,2,53.0,12.8401734,77.6595099,4760.74986301616,16.24822297994129,257
Built-up  Area,Ready To Move,ashirvad colony,2.0,VMowsea,1460.0,2,1,58.0,12.9398513,77.5740326,3972.6027397260273,5.132647267198998,76
Built-up  Area,Ready To Move,doddathoguru,2.0,S onsMa,1050.0,2,1,32.0,12.8505644,77.6466948,3047.6190476190477,14.685650745790339,237
Built-up  Area,Ready To Move,dodda nekkundi,2.0,Tuentpa,1260.0,2,2,55.0,12.9686859,77.6966093,4365.079365079365,10.158733786599168,227
Built-up  Area,Ready To Move,hosur road,2.0,Tovesee,1656.0,2,1,120.0,12.9203466,77.6206456,7246.376811594203,6.469934933838669,351
Super built-up  Area,Ready To Move,chandapura,3.0,Vailsaf,1208.0,3,1,45.0,12.8009043,77.7114908,3725.1655629139073,22.68025129081959,177
Super built-up  Area,Ready To Move,whitefield,3.0,BrlisCo,1910.0,3,2,161.0,12.9963995,77.7614229,8429.319371727748,17.298373199811177,792
Super built-up  Area,Ready To Move,whitefield,4.0,Haestt ,3252.0,4,1,230.0,12.9963995,77.7614229,7072.570725707257,17.298373199811177,792
Super built-up  Area,Ready To Move,7th phase jp nagar,2.0,BriumMi,1175.0,2,1,82.0,12.9119693,77.5882043,6978.723404255319,7.302975983380769,33
Plot  Area,Ready To Move,bannerghatta road,4.0,Prestige Shantiniketan,1200.0,2,0,125.0,12.93345,77.6008357,10416.666666666666,4.748034896708208,113
Plot  Area,Ready To Move,sultan palaya,2.0,Prestige Shantiniketan,550.0,1,1,62.0,12.9335261,77.6152234,11272.727272727272,4.905747051326742,709
Super built-up  Area,Ready To Move,kengeri,1.0,Prestige Shantiniketan,370.923994,1,0,18.5,12.9176571,77.4837568,4987.544698982186,14.503311175021313,440
Super built-up  Area,Ready To Move,kengeri,2.0,VBvenal,750.0,2,1,38.0,12.9176571,77.4837568,5066.666666666667,14.503311175021313,440
Super built-up  Area,Ready To Move,kanakpura road,3.0,JRrnauv,1550.0,3,3,64.5,12.8857667,77.5527529,4161.290322580645,11.419297796997913,422
Plot  Area,Ready To Move,nagarbhavi,3.0,Prestige Shantiniketan,1350.0,3,2,150.0,12.9651215,77.5090098,11111.111111111111,10.304724204350308,536
Plot  Area,17-Dec,anandapura,2.0,Prestige Shantiniketan,1000.0,2,1,55.0,13.0239276,77.6923621,5500.0,11.005220489750155,63
